,text,agg,conds
575,how many songs have mi-chemin as their japanese name and romanji name,3,1
576,what was the  partial thromboplastin time for factor x deficiency as seen in amyloid purpura,0,1
577,how many conditions have an unaffected prothrombin time and a prolonged bleeding time,3,2
578,what was the bleeding time for the factor x deficiency as seen in amyloid purpura,0,1
579,what conditions had both prolonged bleeding times and prolonged partial thromboplastin times,0,2
580,what was the bleeding time for  factor xii deficiency,0,1
581,what were the bleeding times when both the platelet count was unaffected and the partial thromboplastin time was unaffected,0,2
582,what's the tuesday time with location being millhopper,0,1
583,what's the wednesday time with monday being 10:00-8:00,0,1
584,what's the thursday time with location being hawthorne,0,1
585,what's the saturday time with wednesday being 10:00-5:00,0,1
586,what's the thursday time with sunday being 1:00-5:00 and tuesday being 1:00-7:00,0,2
587,what's the monday time with tuesday being 9:00-6:00,0,1
588,what are all the reports where paul tracy had the fastest lap,0,1
589,who drove the fastest lap at the tenneco automotive grand prix of detroit,0,1
590,who had the fastest lap in the races won by max papis,0,1
591,"in round 6, how many winning drivers were there",3,1
592,what are the original names of the districts where the population in the 2010 census was 210450,0,1
593,what is the original name of the district with the current english name of south bogor,0,1
594,what is the listed population from the 2010 census of west bogor,2,1
595,how many districts have an area of 17.72 km2,3,1
596,what is the area in km2 for the district whose original name was kecamatan bogor timur,0,1
597,what is the number of colour with the regisration number of mg-509,3,1
598,what is the title of the episode directed by mark tinker,0,1
599,what episode in the season was directed by jeff melman,2,1
600,how many episodes had 16.03 million viewers,3,1
601,"what is the number of interregnum for duration 3 months, 6 days",3,1
602,who directed episode 8,0,1
603,"who directed the episode called ""tell-tale heart""",0,1
604,what was the original air date for series 36,0,1
605,who wrote series 38,0,1
606,"what is the percentage for manhattan 45,901",3,1
607,who won the 1973 democratic initial primary for queens of 19%,0,1
608,what is the manhattan for richmond 35%,0,1
609,what is the queens where richmond staten is 42%,0,1
610,what's the party with brooklyn value of 51.0%,0,1
611,what's the brooklyn with queens value of 16.8%,0,1
612,what is the minimum total,2,0
613,what's the % with total value of 249887 and queens value of 6.8%,0,2
614,which teams were in the central division and located in livonia,0,2
615,which teams are located in highland township,0,1
616,what conference was the churchill chargers team in,0,1
617,what was the titles of the episodes written by ken lazebnik,0,1
618,who directed an episode that had 2.81 million u.s. viewers,0,1
619,what were the names of the episodes that had 3.02 million u.s. viewers,0,1
620,"what were the original air dates of the episode named ""winds of war""",0,1
621,who directed episodes that had 2.61 million u.s. viewers,0,1
622,"how many millions of u.s. viewers watched ""brace for impact""",0,1
623,"how many millions of u.s. viewers watched the episode that first aired on march 31, 2013",0,1
624,who wrote the episodes that were viewed by 2.12 million viewers,0,1
625,the episode written by rebecca dameron aired on what date,0,1
626,which episode in the series drew 3.6 million u.s. viewers,2,1
627,"who wrote the episode that aired on april 17, 2011",0,1
628,how many times did episode 79 originally air,3,1
629,"how many millions of views in the country watched ""line of departure""",0,1
630,what is the name of the shield winner in which the mls cup winner and mls cup runner up is colorado rapids,0,1
631,what is the name of the shield winner in which the mls cup winner and mls supporters shield runner up is chivas usa,0,1
632,who is the of the shield winnerin which the mls cup runner-up and mls cup winner is real salt lake,0,1
633,which shield winner has the mls cup runner up and the season is 2000,0,1
634,league apps (sub) maximum,1,0
635,when total goals is 11 what was the league apps (sub),1,1
636,which city had the charleston area convention center as its callback location,0,1
637,when did the callbacks from  rancho bernardo inn air,0,1
638,the station located in albuquerque has been owned since what year,0,1
639,what channels have stations that were affiliated in 2002,0,1
640,what market is ktfk-dt in,0,1
641,"what's the engine where performance is 0–100km/h: 10.5s, vmax km/h (mph)",0,1
642,what's the turbo where trim is 2.0 20v,0,1
643,"what's the torque where performance is 0–100km/h: 7.5s auto, vmax: km/h (mph)",0,1
644,what's the transmission where turbo is yes (mitsubishi td04-16t ),0,1
645,what's the fuel delivery where power is hp (kw) @6500 rpm,0,1
646,""" what's the engine with turbo being yes (mitsubishi td04-15g ) """,0,1
647,what is the english title that has finale as 33 and peak as 42,0,2
648,what is the english title where the premiere is less than 30.0 and the finale is bigger than 36.0,0,2
649,what is the rank of the chinese title 緣來自有機,0,1
650,what amount is the number of hk viewers where chinese title is 十兄弟,0,1
651,"what is the weekly rank with an air date is november 12, 2007",0,1
652,"what is the air date of the episode ""blowback""",0,1
653,"what is the lowest weekly rank with an air date of november 26, 2007",2,1
654,what is the episode where 18-49 has a rating/share of 3.5/9,0,1
655,what is the viewers where the rating is 5.3,0,1
656,what is the 18-49 rating/share where the viewers is 5.61,0,1
657,what is the highest of balmoor/,0,1
658,what is the number of capacity at somerset park,3,1
659,what is the minimum capacity where airdrie united is,2,1
660,what is the stadium for alloa athletic,0,1
661,what is the highest of ayr united,2,1
662,what is the average,2,0
663,when are team galway's dates of appointment,0,1
664,when are the vacancy dates for outgoing manager damien fox,0,1
665,when is the date of vacancy of davy fitzgerald being a replacement,0,1
666,which team has the outgoing manager john meyler,0,1
667,how many times is 3 credits 180,3,1
668,what is the hand for 4 credits is 1600,0,1
669,how many 3 credits are there with 5 credits of 5,3,1
670,how many 4 credits is the hand two pair,3,1
671,what duration is listed for christian de la fuente,0,1
672,what was the final episode for dea agent,0,1
673,what days is greenock morton vacant,0,1
674,what are the dates of the outgoing manager colin hendry does appointments,0,1
675,what teams does jim mcinally manage,0,1
676,what days are vacant that were replaced by john brown,0,1
677,what manner of departure is listed with an appointment date of 13 march 2008,0,1
678,what is the date of appointment for outgoing manager campbell money,0,1
679,what is the lowest attendance that east end park has ever had,2,1
680,what team plays at palmerston park,0,1
681,what is the lowest attandance recorded at cappielow,2,1
